Sl.No,Company Name,Website,Twitter_url,Facebook_url,Linkedin_url,Crunchbase_url,City,Country,CEO,CTO,EMAIL
2418,SaveSpace,savespace.eu,NaN,facebook.com/savespace.eu,linkedin.com/company/savespace-eu,crunchbase.com/organization/savespace,Gerlingen,Germany,John Brooks,NaN,info@savespace.com
2419,Renderro,renderro.com,twitter.com/Renderro1,facebook.com/RenderroCloud/,linkedin.com/company/renderro,crunchbase.com/organization/renderro,Warsaw,Poland,OpenAxis,NaN,hello@renderro.com
2420,Rate Pro,pmiratepro.com,NaN,NaN,linkedin.com/company/pmiratepro,crunchbase.com/organization/pmi-rate-pro,Overland Park,United States,John Occo,NaN,info@ratepro.com
2421,Raddle,getraddle.com,twitter.com/getraddle,facebook.com/groups/brainstormquicky/,linkedin.com/company/raddle,crunchbase.com/organization/raddle,Pacifica,United States,Karen Crow,NaN,hello@raddle.com
2422,pulley.ai,pulley.ai,twitter.com/Pulleyai,facebook.com/pulleyai,linkedin.com/company/pulley-ai,crunchbase.com/organization/pulley-ai,Lewes,United Kingdom,NaN,NaN,info@pulley.ai
2423,Prinsta,prinsta.io,NaN,facebook.com/PrinstaOfficial/,linkedin.com/company/prinsta,crunchbase.com/organization/prinsta,Brooklyn,United States,Shekhar Gupta,NaN,hello@prinsta.com
2424,Presta,letspresta.com,NaN,NaN,linkedin.com/company/prestainc,crunchbase.com/organization/presta-c803,Cleveland,United States,Alexander Kwon,NaN,info@presta.com
2425,Payvmnt,getpayvmnt.com,twitter.com/payvmnt,facebook.com/payvmnt,linkedin.com/company/payvmnt,crunchbase.com/organization/payvmnt,Atlanta,United States,Ryan Buckley,NaN,hello@payvmnt.com
2426,Pangian,pangian.com,twitter.com/PangianGlobal,facebook.com/ThePangian/,linkedin.com/company/pangian,crunchbase.com/organization/pangian-llc,Orlando,United States,NaN,NaN,info@pangian.com
2427,Palmly,getpalmly.com,twitter.com/PalmlyApp,facebook.com/palmlyapp/,linkedin.com/company/palmly-christian-social-network,crunchbase.com/organization/pamly,Atlanta,United States,Medsembly,NaN,hello@palmly.com
2428,OpenAxis,openaxis.com,twitter.com/openaxishq,NaN,linkedin.com/company/openaxisinc,crunchbase.com/organization/openaxis,New York,United States,Krater,NaN,info@openaxis.com
2429,Occo,occospice.com,twitter.com/occospice,facebook.com/occospice/,linkedin.com/company/eatocco,crunchbase.com/organization/eatocco,New York,United States,Nish Krishna,NaN,hello@occo.com
2430,NeuroGeneces,neurogeneces.com,twitter.com/NeuroGeneces,facebook.com/pegaces/,linkedin.com/company/neurogeneces,crunchbase.com/organization/neurogeneces,Santa Fe,United States,Joggr,NaN,info@neurogeneces.com
2431,My Panda,mypandaapp.com,twitter.com/mypandaapp,facebook.com/bookapanda,linkedin.com/company/mypandaapp,crunchbase.com/organization/my-panda,Atlanta,United States,NaN,NaN,hello@mypanda.com
2432,MyAniml,myaniml.com,twitter.com/myaniml,NaN,linkedin.com/company/myaniml,crunchbase.com/organization/myaniml,Overland Park,United States,Noelle London,NaN,info@myaniml.com
2433,mishe,mishe.co,twitter.com/mishehealth,facebook.com/mishe.care,linkedin.com/company/mishecare,crunchbase.com/organization/mishe,Brooklyn,United States,Chris Sunde,NaN,hello@mishe.com
2434,MightySignal,mightysignal.com,twitter.com/mightysignal,facebook.com/MightySignal,linkedin.com/company/4539042,crunchbase.com/organization/mightysignal,Seattle,United States,Brooke Yoakam,NaN,info@mightysignal.com
2435,MetalMaker 3D,metalmaker3d.com,NaN,NaN,linkedin.com/company/metalmaker-3d,crunchbase.com/organization/metalmaker-3d,Hartford,United States,NaN,NaN,hello@metalmaker3d.com
2436,Medsembly,medsembly.com,twitter.com/medsembly,facebook.com/medsembly,linkedin.com/company/medsembly,crunchbase.com/organization/medsembly,Atlanta,United States,Amy Tang,NaN,info@medsembly.com
2437,Krater,krater.io,twitter.com/Krater_io,facebook.com/motiohead/,linkedin.com/company/krater-tech,crunchbase.com/organization/krater-tech,Berlin,Germany,ECO2GROW,NaN,hello@krater.com
2438,Konduit,konduitworks.com,NaN,facebook.com/KonduitWorksInc/,linkedin.com/company/konduitworks,crunchbase.com/organization/lend-grow,Reston,United States,NaN,NaN,info@konduit.com
2439,Joggr,joggr.io,twitter.com/joggrdocs,NaN,linkedin.com/company/joggr,crunchbase.com/organization/bluenova,New York,United States,Shubham Singh,NaN,hello@joggr.com
2440,Impact Bytes,impactbytes.io,twitter.com/Project_Cece,facebook.com/projectcece/,linkedin.com/company/project-cece,crunchbase.com/organization/project-cece,Amsterdam,Netherlands,Cookonnect,NaN,info@impactbytes.com
2441,Illoominus,illoominus.com,NaN,NaN,linkedin.com/company/illoominus,crunchbase.com/organization/illoominus,Atlanta,United States,NaN,NaN,hello@illoominus.com
2442,GoodRoads,goodroads.io,twitter.com/goodroadsapp,NaN,linkedin.com/company/goodroads-io,crunchbase.com/organization/goodroads,Charlotte,United States,NaN,NaN,info@goodroads.com
2443,GiftPocket,giftpocket.com,twitter.com/GiftPocket,facebook.com/giftpocketapp/,linkedin.com/company/giftpocket,crunchbase.com/organization/giftpocket,Upper Arlington,United States,Buyable,NaN,hello@giftpocket.com
2444,Ganymede Games,ganymede.games,twitter.com/ganymede_games,facebook.com/ganymedegames/,linkedin.com/company/ganymede-games,crunchbase.com/organization/ganymede-games,Las Cruces,United States,Yildiray Sager's Po,NaN,info@ganymedegames.com
2445,Folio,foliotravel.com,NaN,NaN,linkedin.com/company/folioguides,crunchbase.com/organization/folio-travel,New York,United States,Liesl Leach,NaN,hello@folio.com
2446,ECO2GROW,eco2grow.com,NaN,NaN,linkedin.com/company/eco2grow,NaN,Bonn,Germany,NaN,NaN,info@eco2grow.com
2447,Dynamic Green Products,nvearth.com,twitter.com/dgpworks,facebook.com/nvearth,linkedin.com/in/dynamic-green-products-63a0b733,crunchbase.com/organization/nv-earth,Houston,United States,Astrius,NaN,hello@dynamicgreenproducts.com
2448,Craste,craste.co,NaN,facebook.com/CrasteCompany/,linkedin.com/company/craste,crunchbase.com/organization/craste,Pune,India,Kelsey Abernathy's,NaN,info@craste.com
2449,Cookonnect,cookonnect.com,NaN,facebook.com/Cookonnect/,linkedin.com/company/cookonnect-inc,crunchbase.com/organization/cookonnect,Atlanta,United States,Accelerate3D (Techs,NaN,hello@cookonnect.com
2450,Circle Blocks Edu,plabookeducation.com,twitter.com/plabookedu,facebook.com/plabookeducation,linkedin.com/company/plabook,crunchbase.com/organization/plabook,Lees Summit,United States,NaN,NaN,info@circleblocksedu.com
2451,CALT Dynamics,caltdynamics.com,twitter.com/CALT_Dynamics,facebook.com/caltdynamics/,linkedin.com/company/calt-dynamics,crunchbase.com/organization/calt-dynamics,Wicklow,Ireland,NaN,NaN,hello@caltdynamics.com
2452,Buyable,itsbuyable.com,NaN,NaN,linkedin.com/company/itsbuyable,crunchbase.com/organization/buyable,Dallas,United States,Olga Plets,NaN,info@buyable.com
2453,Boxologic,boxologic.com,twitter.com/boxologic,NaN,linkedin.com/in/yildiray-sager-4aaa763,crunchbase.com/organization/boxologic-com,WATERTOWN,United States,Jodie Wu,NaN,hello@boxologic.com
2454,BluBinder,blubinder.com,NaN,NaN,linkedin.com/company/blubinder,crunchbase.com/organization/blubinder,Falls Church,United States,Robin Lewis,NaN,info@blubinder.com
2455,Atom Universe,atomuniverse.net,twitter.com/AtomRepublic,facebook.com/AtomRepublic,linkedin.com/company/atom-republic,NaN,Woking,United Kingdom,Kathryn Harrison,NaN,hello@atomuniverse.com
2456,Astrius,astrius.co,NaN,NaN,linkedin.com/company/astriusco,crunchbase.com/organization/astrius,Charlottesville,United States,Brent Barbee,NaN,info@astrius.com
2457,AlgenAir,algenair.com,twitter.com/AlgenAir,facebook.com/algenair,linkedin.com/company/algenair,crunchbase.com/organization/algenair,Columbia,United States,Michael B Brown,NaN,hello@algenair.com
2458,Accelerate3D,accelerate3d.com,twitter.com/accelerate3d,facebook.com/accelerate3d,linkedin.com/company/accelerate3d,crunchbase.com/organization/accelerate3d,Austin,United States,Towgrace,NaN,info@accelerate3d.com
2459,BlueSuit Technologies,bluesuit.com,twitter.com/bluesuitai,NaN,linkedin.com/company/bluesuit,crunchbase.com/organization/bluesuit,Denver,United States,Standd,NaN,hello@bluesuittechnologies.com
2460,Tarot Analytics,tarotanalytics.com,twitter.com/TarotAnalytics,facebook.com/tarotanalytics,linkedin.com/company/tarot-analytics,crunchbase.com/organization/tarot-analytics,Paris,France,NaN,NaN,info@tarotanalytics.com
2461,CloudGuide,cloudguide.me,twitter.com/CloudGuideMe,facebook.com/cloudguide,linkedin.com/company/cloudguide-s-l,crunchbase.com/organization/cloudguide,Barcelona,Spain,Pongo,NaN,hello@cloudguide.com
2462,OffGridBox,offgridbox.com,twitter.com/OffGridBox,facebook.com/offgridbox/,linkedin.com/company/offgridbox,crunchbase.com/organization/offgridbox,Somerville,United States,JB Holeman,NaN,info@offgridbox.com
2463,Robin,robin.live,twitter.com/ RobinConcierge,facebook.com/RobinhoodproAPP,linkedin.com/company/robin-hood-pro-ltd,crunchbase.com/organization/robin-media-inc,Toronto,Canada,NaN,NaN,hello@robin.com
2464,Magpie,be-a-magpie.com,twitter.com/beamagpie,facebook.com/your.magpie/,linkedin.com/company/magpie-&-friends-ltd.,crunchbase.com/organization/magpie-friends,New York,United States,Adam Baker,NaN,info@magpie.com
2465,Conquer,conquerapp.io,twitter.com/realconquerapp,facebook.com/conquer_app-103214081871751/,linkedin.com/company/conquerapp,crunchbase.com/organization/conquer-f3a9,Norwood,United States,Airtorch,NaN,hello@conquer.com
2466,ELV8,investwithscout.com,NaN,NaN,linkedin.com/company/scoutftw,crunchbase.com/organization/scoutftw,New York,United States,Jim Strutton,NaN,info@elv8.com
2467,Towgrace,towgrace.com,NaN,NaN,linkedin.com/company/dealgrace,crunchbase.com/organization/dealgrace,Schaumburg,United States,Rushabh S,NaN,hello@towgrace.com
2468,Standd,standd.io,twitter.com/Standd_io,NaN,linkedin.com/company/standd,crunchbase.com/organization/standd,Washington,United States,NaN,NaN,info@standd.com
2469,Silico Data,silicodata.com,NaN,NaN,linkedin.com/company/silico-data-services,crunchbase.com/organization/silico-data-services,San Jose,United States,Mike Price,NaN,hello@silicodata.com
2470,Pongo,joinpongo.com,twitter.com/joinpongo,NaN,linkedin.com/company/pongo,crunchbase.com/organization/pongoai,Sammamish,United States,NaN,NaN,info@pongo.com
2471,Oversight,oversight-ar.com,NaN,facebook.com/OversightAR,linkedin.com/company/oversight-ar,crunchbase.com/organization/oversight-be22,Poria Illit,Israel,SoBet,NaN,info@oversight.com
2472,Gather Flora,gatherflora.com,twitter.com/GatherFloraHelp,facebook.com/gatherflora/,linkedin.com/company/gather-flora,crunchbase.com/organization/gather-flora-61da,Vallejo,United States,NaN,NaN,hello@gatherflora.com
2473,dealpad,dealpad.io,NaN,NaN,linkedin.com/company/dealpad-io,crunchbase.com/organization/dealpad-ad5c,London,United Kingdom,Jason Burchard,NaN,info@dealpad.com
2474,Airtorch,airtorch.io,NaN,NaN,linkedin.com/company/airtorchio,crunchbase.com/organization/airtorch,Philadelphia,United States,Artem Semjanow,NaN,hello@airtorch.com
2475,Accountable,accountablehq.com,twitter.com/accountable_hq,facebook.com/accountablehq/,linkedin.com/company/accountablehq,crunchbase.com/organization/accountable-9fea,Hudson Oaks,United States,Alexandra Dantzig,NaN,info@accountable.com
2476,Docsumo,docsumo.com,twitter.com/docsumoai,facebook.com/docsumoai/,linkedin.com/company/docsumoai,crunchbase.com/organization/docsumo,Mumbai,India,Ganance,NaN,hello@docsumo.com
2477,Accountancy Cloud,theaccountancycloud.com,twitter.com/theacloud,facebook.com/theacloud/,linkedin.com/company/the-accountancy-cloud,crunchbase.com/organization/the-accountancy-cloud,London,United Kingdom,NaN,NaN,info@accountancycloud.com
2478,Wiistream,wiistream.com,NaN,NaN,linkedin.com/company/wiistream,NaN,Mitchelstown,Ireland,Charles Seltzer,NaN,hello@wiistream.com
2479,The Highlights App,thehighlightsapp.com,NaN,NaN,linkedin.com/company/the-highlights-app,crunchbase.com/organization/the-highlights-app,Aventura,United States,Unpluq,NaN,info@highlightsapp.com
2480,SoBet,sobet.io,twitter.com/SoBet_app,NaN,linkedin.com/company/sobet-app,crunchbase.com/organization/sobet,Nashville,United States,Evelyn Orr,NaN,hello@sobet.com
2481,SIQ Basketball,siqbasketball.com,twitter.com/siqbasketball,NaN,linkedin.com/company/siqbasketball,crunchbase.com/organization/siq-basketball,Charlotte,United States,Zach Shapiro,NaN,info@siqbasketball.com
2482,RootNote,rootnote.co,twitter.com/rootnoteco,NaN,linkedin.com/company/rootnote,crunchbase.com/organization/rootnote,Nashville,United States,NaN,NaN,hello@rootnote.com
2483,Neatsy.ai,neatsy.ai,NaN,facebook.com/neatsyai/,linkedin.com/company/neatsyai,crunchbase.com/organization/neatsy-ai,Menlo Park,United States,Perry Roach,NaN,info@neatsy.ai
2484,JETSWEAT,jetsweatfitness.com,twitter.com/JetsweatFitness,facebook.com/jetsweatfitness/,linkedin.com/company/jetsweat,crunchbase.com/organization/jetsweat,New York,United States,NaN,NaN,hello@jetsweat.com
2485,Ganance,ganance.com,NaN,NaN,linkedin.com/company/ganance,crunchbase.com/organization/ganance,Chicago,United States,Gavin Cotter,NaN,info@ganance.com
2486,DaVinci Wearables,davinciwearables.com,twitter.com/daVincilace,facebook.com/DaVinci-Wearables-102093532278394,linkedin.com/company/davinci-wearables,crunchbase.com/organization/davinci-wearables,Sunnyvale,United States,Eric Allen,NaN,hello@davinciwearables.com
2487,Crosscourt,cross-court.com,twitter.com/CrosscourtLA,facebook.com/crosscourtball/,linkedin.com/company/crosscourt,crunchbase.com/organization/crosscourt,Los Angeles,United States,Max Echeverria,NaN,info@crosscourt.com
2488,Unpluq,unpluq.com,twitter.com/unpluq,facebook.com/UnpluqTechnology,linkedin.com/company/unpluq,crunchbase.com/organization/unpluq,Rotterdam,Netherlands,CaseCTRL,NaN,hello@unpluq.com
2489,Sevelyn,sevelyn.com,twitter.com/sevelynhealth,facebook.com/sevelynmentalhealth/,linkedin.com/company/sevelyn,crunchbase.com/organization/sevelyn,Grimes,United States,NaN,NaN,info@sevelyn.com
2490,Popsixle,attenex.io,NaN,NaN,linkedin.com/company/attenex-inc,crunchbase.com/organization/attention-exchange-inc,Boston,United States,William Lee,NaN,hello@popsixle.com
2491,Phase Zero,phasezerotrials.com,twitter.com/PhaseZeroForms,NaN,linkedin.com/company/phase-zero-inc,crunchbase.com/organization/phase-zero,Boston,United States,Michael S. Maponga,NaN,info@phasezero.com
2492,Perry,heyperry.com,twitter.com/ohhelloperry,facebook.com/groups/heyperry,linkedin.com/company/perryapp,crunchbase.com/organization/perry-126b,Geneva,Switzerland,NaN,NaN,hello@perry.com
2493,Omnic Data,omnic.ai,twitter.com/OmnicData,facebook.com/Omnic-Data-LLC-219555449492845/,linkedin.com/company/omnic-data-llc,crunchbase.com/organization/omnic-data-inc,Harpswell,United States,Jeff Weiner,NaN,info@omnicdata.com
2494,Koala.,getkoala.ai,NaN,NaN,linkedin.com/company/koala-ai,crunchbase.com/organization/koala-a923,Tel Aviv,Israel,NaN,NaN,hello@koala.com
2495,Flyte,flyteai.com,twitter.com/flytenotes,facebook.com/thisisflyte,linkedin.com/company/flyteai,crunchbase.com/organization/flyte-c493,Toronto,Canada,Logicluster,NaN,info@flyte.com
2496,Eskuad,eskuad.com,twitter.com/Eskuadcom,facebook.com/eskuadcom,linkedin.com/company/eskuad,crunchbase.com/organization/eskuad,Portland,United States,ListedB,NaN,hello@eskuad.com
2497,CaseCTRL,casectrl.com,twitter.com/CaseCTRL_,facebook.com/caseCTRL,linkedin.com/company/casectrl,crunchbase.com/organization/casectrl,Sugar Land,United States,LegalQ,NaN,info@casectrl.com
2498,Indoor Collective,indoorcollective.com,NaN,facebook.com/indoorcollective/,linkedin.com/company/indoor-collective,crunchbase.com/organization/indoor-collective,Winthrop,United States,Devesh Trivedi,NaN,hello@indoorcollective.com
2499,Seshie,seshie.io,twitter.com/bookseshie,NaN,linkedin.com/company/seshie,crunchbase.com/organization/seshie,Narberth,United States,NaN,NaN,info@seshie.com
2500,AfroLandTV,afrolandtv.com,twitter.com/afrolandtv,facebook.com/afrolandtv/,linkedin.com/company/AfroLandTV,crunchbase.com/organization/afrolandtv,Dallas,United States,NaN,NaN,hello@afrolandtv.com
2501,Rise Vest,rise.capital,twitter.com/Risevest,facebook.com/RisevestGroup/,linkedin.com/company/rise-inc-,crunchbase.com/organization/rise-d7d6,Lagos,Nigeria,NaN,NaN,hello@risevest.com
2502,Present,smallpackages.co,twitter.com/smallpackagesco,facebook.com/presenttv,linkedin.com/company/small-packages-co,crunchbase.com/organization/small-packages,Philadelphia,United States,Hannes Bend,NaN,support@present.com
2503,Out of the Box Education,ootb.education,twitter.com/outofthebox_edu,"facebook.com/ootbedu , https://www.instagram.com/outofthebox_edu/ , https://twitter.com/outofthebox_edu",linkedin.com/company/ootb-edu,crunchbase.com/organization/out-of-the-box-education,Cambridge,United States,Stuart Sopp,NaN,hello@ootb.education
2504,Logicluster,logicluster.com,NaN,NaN,linkedin.com/company/logicluster,crunchbase.com/organization/logicluster,San Francisco,United States,NaN,NaN,info@logicluster.com
2505,ListedB,listedb.com,twitter.com/listedbapp,facebook.com/listedBApp,linkedin.com/company/listedb,crunchbase.com/organization/listedb,Kings Park,United States,Michael Dwan,NaN,support@listedb.com
2506,LegalQ,legalq.io,twitter.com/legalqapp,facebook.com/legalqapp,linkedin.com/company/legalqapp,crunchbase.com/organization/legalq-4aa5,Minneapolis,United States,Will Madden,NaN,info@legalq.com
2507,Inspektlabs,inspektlabs.com,NaN,NaN,linkedin.com/company/inspektlabs,crunchbase.com/organization/inspektlabs,Delhi,United States,Ä“dn,NaN,info@inspektlabs.com
2508,Heights Labs,heightslabs.com,twitter.com/HeightsLabs,NaN,linkedin.com/company/heightslabs,crunchbase.com/organization/heights-labs,Valley Stream,United States,Bethany Branan,NaN,info@heightslabs.com
2509,Group B Labs,linkedin.com/company/groupblabs,twitter.com/GroupBLabs,facebook.com/groupblabs/,linkedin.com/company/groupblabs,crunchbase.com/organization/group-b-labs,Seattle,United States,Natalia Cano Sokolo,NaN,info@groupblabs.com
2510,Glow Up Games,glowup.games,twitter.com/glowupgames,facebook.com/GlowUpGamesFB/,linkedin.com/company/glow-up,crunchbase.com/organization/glow-up-games,New York,United States,Laura Daniela MuÃ±oz,NaN,hello@glowup.games
2511,breathing.ai,breathing.ai,twitter.com/breathing_ai,facebook.com/breathingai/,linkedin.com/company/breathingai,crunchbase.com/organization/breathing-ai,New York,United States,Aerialoop,NaN,hello@breathing.ai
2512,AidBanc,aidbanc.com,twitter.com/aidbanc,NaN,linkedin.com/company/aidbanc,crunchbase.com/organization/aidbanc,Little Rock,United States,Monica Roca,NaN,hello@aidbanc.com
2513,Clever Girl Finance,clevergirlfinance.com,twitter.com/clevergirlcgf,facebook.com/clevergirlfinance/,linkedin.com/company/clever-girl-finance,crunchbase.com/organization/clever-girl-finance,Annandale,United States,Nasser Al Azri,NaN,hello@clevergirlfinance.com
2514,FlyThere,flythere.com,twitter.com/FlyThereNow,facebook.com/teledroning/,linkedin.com/company/flytherenow,crunchbase.com/organization/flythere,New York,United States,NaN,NaN,info@flythere.com
2515,bridge21,bridge21inc.com,twitter.com/bridge21inc,facebook.com/bridge21official/,linkedin.com/company/bridge21official,crunchbase.com/organization/bridge21,Denver,United States,NaN,NaN,support@bridge21.io
2516,edn,edntech.com,twitter.com/edngarden,facebook.com/edngarden,linkedin.com/company/edn-group-s-r-l-,crunchbase.com/organization/https:,Denver,United States,Mahek Chhatrapati,NaN,support@edntech.com
2517,Talisman+,gettalisman.com,NaN,NaN,linkedin.com/company/talismanapp,NaN,Dover,United States,Graciela Carrillo C,NaN,hello@talisman.plus
2518,Docokids,docokids.com,twitter.com/docokids,facebook.com/doc4k,linkedin.com/company/docokids,crunchbase.com/organization/docokids,Bogota,Colombia,Allison McGuire,NaN,support@docokids.com
2519,Ambana,ambana.com,twitter.com/ambanainc,NaN,linkedin.com/company/ambana,crunchbase.com/organization/ambana,Miami Beach,United States,Michael Jackson,NaN,contact@ambana.com
2520,Aerialoop,aerialoop.com,twitter.com/Aerialoop_com,facebook.com/aerialoop,linkedin.com/company/aerialoop,crunchbase.com/organization/aerialoop-corp,Quito,Ecuador,NaN,NaN,info@aerialoop.com
2521,FynOps,fynops.com,twitter.com/AccountedCloud,NaN,linkedin.com/company/fynops,crunchbase.com/organization/accounted-inc,Pembroke Pines,United States,NaN,NaN,sales@fynops.com
2522,Vaale,vaale.co,twitter.com/PagoConVaale,facebook.com/search/top,linkedin.com/company/vaale,crunchbase.com/organization/vaale,MedellÃ­n,Colombia,Line Wili,NaN,hello@vaale.com
2523,Topset Learning,topset.app,NaN,facebook.com/topsettutoring.africa,linkedin.com/company/topsettutoring,crunchbase.com/organization/topset,London,United Kingdom,Eric Shnell,NaN,info@topsetlearning.com
2524,Second Degree,second.degree,NaN,NaN,linkedin.com/company/80905178,crunchbase.com/organization/second-degree,Key Biscayne,United States,Arman Assadi,NaN,hello@seconddegree.com
2525,DocNexus,medscrape.com,twitter.com/medscrape,NaN,linkedin.com/company/medscrape,crunchbase.com/organization/medscrape,Seattle,United States,NaN,NaN,support@docnexus.com
2526,Clinicbox,clinicbox.com,twitter.com/mimedik,facebook.com/mimedikhq,linkedin.com/company/clinicbox,crunchbase.com/organization/mimedik,Miami,United States,Timothy Solomon,NaN,contact@clinicbox.com
2527,Allison,tryallison.com,twitter.com/tryallison,facebook.com/tryallison,linkedin.com/company/tryallison,crunchbase.com/organization/allison-051f,Tampa,United States,Mosqitter,NaN,hello@allison.ai
2528,Remix,remixpresentation.com,NaN,NaN,linkedin.com/company/remix-inc,crunchbase.com/organization/remix-da36,Pleasant Hill,United States,Jon M. Van Winkle,NaN,support@remix.com
2529,Cobroker AI,cobroker.ai,NaN,facebook.com/profile.php,linkedin.com/company/cobroker,crunchbase.com/organization/cobroker,El Paso,United States,Babba (Canales) Riv,NaN,info@cobroker.ai
2530,General Folders,twitter.com/generalfolders,NaN,NaN,linkedin.com/company/generalfolders,NaN,San Diego,United States,"David Gory Jr, MBA,",NaN,support@generalfolders.com
2531,NeveMind,nevemind.com,NaN,NaN,linkedin.com/company/86819039,crunchbase.com/organization/nevemind,Oslo,Norway,Chris Ordal,NaN,hello@nevemind.com
2532,Craitor,manufactureanywhere.com,NaN,facebook.com/craitorinc/,linkedin.com/company/craitor,crunchbase.com/organization/craitor,San Diego,United States,Matt Battaglia,NaN,hello@craitor.com
2533,Steno,steno.ai,twitter.com/steno_ai,NaN,linkedin.com/company/stenoai,crunchbase.com/organization/steno-b9f7,Covina,United States,Damon Cater,NaN,support@steno.com
2534,Site Bionics,sitebionics.com,NaN,NaN,linkedin.com/company/site-bionics,crunchbase.com/organization/site-bionics,San Diego,United States,NaN,NaN,contact@sitebionics.com
2535,Oblio,oblio.ai,NaN,NaN,linkedin.com/company/oblio-ai,crunchbase.com/organization/oblio-ab93,Murrieta,United States,Humine,NaN,support@oblio.com
2536,Mosqitter,mosqitter.com,twitter.com/mosqitter,facebook.com/Mosqitter,linkedin.com/company/mosqitter,crunchbase.com/organization/mosqitter,East Stroudsburg,United States,NaN,NaN,info@mosqitter.com
2537,CargoShot,cargoshot.com,NaN,NaN,linkedin.com/company/cargoshot,crunchbase.com/organization/cargoshot,Carlsbad,United States,NaN,NaN,support@cargoshot.com
2538,Babba,babbacare.com,NaN,NaN,linkedin.com/company/babba-care,crunchbase.com/organization/babba-care,San Diego,United States,Drake Alexander Bur,NaN,hello@babba.com
2539,Airbuild,airbuild.energy,NaN,NaN,linkedin.com/company/airbuild,crunchbase.com/organization/airbuild,Vista,United States,Cody Eddings,NaN,support@airbuild.com
2540,Jogg,jogg.co,twitter.com/joggco,NaN,linkedin.com/company/jogg-inc,crunchbase.com/organization/jogg,Glendale,United States,MICHAEL E. PARKER,NaN,hello@jogg.com
2541,Monocle,monocleapp.co,twitter.com/MonocleLLC,facebook.com/monocledata,linkedin.com/company/monocleapp,crunchbase.com/organization/monocle-2,Verona,United States,Shelya Quimby,NaN,info@monocle.com
2542,Homebase,homebasedao.io,twitter.com/livehomebase,facebook.com/profile.php,linkedin.com/company/homebasedao,crunchbase.com/organization/homebase-3571,New York City,United States,LinkedIn,NaN,support@homebase.com
2543,Avenir Labs,avenirapp.co,NaN,facebook.com/avenir.executive/,linkedin.com/company/avenir-app,crunchbase.com/organization/avenir,Austin,United States,David Crvelin,NaN,hello@avenirlabs.com
2544,Humine,huminelabs.com,NaN,NaN,linkedin.com/company/humine,crunchbase.com/organization/humine,Mississauga,Canada,Munivestor,NaN,contact@humine.com
2545,Pay4Me App,pay4me.app,twitter.com/pay4meapp,facebook.com/Pay4meap,linkedin.com/company/pay4meapp,crunchbase.com/organization/pay4me-app,Middletown,United States,Chris Witherspoon,NaN,support@pay4me.app
2546,Presence AI,presence.ai,twitter.com/presence_ai,facebook.com/pg/PresenceAI,linkedin.com/company/presenceai,crunchbase.com/organization/presence-ai,New York,United States,Rory Richards,NaN,hello@presence.ai
2547,Parkster.ai,parkster.ai,NaN,NaN,linkedin.com/in/drake-burciaga,NaN,Chicago,United States,Dylan Brennan,NaN,info@parkster.ai
2548,SnapRefund,snaprefund.io,NaN,NaN,linkedin.com/company/snaprefund,crunchbase.com/organization/snaprefund,Philadelphia,United States,NaN,NaN,support@snaprefund.com
2549,Parker.,investparker.com,NaN,NaN,linkedin.com/company/investparker,crunchbase.com/organization/hihome-34ac,Boston,United States,Airyvl [Techstars N,NaN,hello@parker.com
2550,Quimby,quimby.app,NaN,NaN,linkedin.com/company/quimby,crunchbase.com/organization/quimby,Coppell,United States,NaN,NaN,info@quimbycountry.com
2551,HeadOffice,headoffice.app,twitter.com/headofficeapp,facebook.com/headofficeapp,linkedin.com/company/headofficeapp,crunchbase.com/organization/headoffice,New York,United States,Dima Abramov,NaN,gm.ops.ho@bankofbaroda.com
2552,Driven,paywithdriven.com,twitter.com/ticketavengers1,NaN,linkedin.com/company/ticket-avengers,crunchbase.com/organization/ticket-avengers,Farmington Hills,United States,Kevin Huang,NaN,info@driven.ca
2553,Munivestor,munivestor.io,twitter.com/Munivestor_,facebook.com/Munivestor,linkedin.com/company/munivestor,crunchbase.com/organization/munivestor,New Orleans,United States,Lauren McCullough's,NaN,c******@munivestor.com
2554,PopViewers,popviewers.com,twitter.com/popviewers,facebook.com/popviewers,linkedin.com/company/popviewers,crunchbase.com/organization/popviewers,New York,United States,Alex Idowu,NaN,c*****@popviewers.com
2555,GroceryList,grocerylistgroup.com,twitter.com/grocerylistja,facebook.com/GroceryListJa,linkedin.com/company/86444996,crunchbase.com/organization/grocerylist-jamaica,Longwood,United States,Shervin Mirhashemi,NaN,info@anylist.com
2556,Cyphr,cyphr.co,NaN,NaN,linkedin.com/in/dylan-brennan-68916324b,NaN,Kingston,Jamaica,Jonathan SÃ¶derblom,NaN,hello@ciphr.com
2557,Be Human(e),behumane.co,twitter.com/filipc_sara,NaN,linkedin.com/in/filipcicsara,crunchbase.com/organization/be-human-e,DOVER,United States,NaN,NaN,info@behuman.com
2558,Airyvl,airyvl.com,twitter.com/AiryvlTech,facebook.com/airyvltech,linkedin.com/company/airyvl,crunchbase.com/organization/airyvl,Tallahassee,United States,Amrita Bhasin,NaN,hello@airyvl.com
2559,Gently Soap,gentlysoap.com,twitter.com/gentlysoap,NaN,linkedin.com/company/gently-soap,crunchbase.com/organization/gently-soap,Dallas,United States,sam moody,NaN,hello@gentlysoap.com
