Sl.No,Company Name,Website,Twitter_url,Linkedin_url,Crunchbase_url,City,EMAIL
2019,Apsy,apsy.io,twitter.com/apsymachine,linkedin.com/company/apsymachine,crunchbase.com/organization/apsy-inc,West Hollywood,support@tuvalabs.com
2020,Alli Connect,thrivelution.com,twitter.com/thrivelution,linkedin.com/company/thrivelution,crunchbase.com/organization/thrivelution,Snohomish,info@branchingminds.com
2021,Tuva,tuvalabs.com,twitter.com/tuvalabs,linkedin.com/company/tuvalabs,crunchbase.com/organization/tuva-labs,Claymont,hello@afineur.com
2022,Branching Minds,branchingminds.com,twitter.com/BranchingMinds,linkedin.com/company/branching-minds,crunchbase.com/organization/branching-minds,New York,contact@imagoai.com
2023,Afineur,afineur.com,twitter.com/eatcultured,linkedin.com/company/afineur,crunchbase.com/organization/afineur,Brooklyn,hello@contain.com
2024,Trackter Systems,trackter.us,NaN,linkedin.com/company/trackter,crunchbase.com/organization/trackter-systems,Newnan,info@tablz.com
2025,Imago AI,imagoai.com,NaN,linkedin.com/company/imagoai,crunchbase.com/organization/imagoai,Gurgaon,NaN
2026,Contain,contain.ag,twitter.com/containag,linkedin.com/company/contain,crunchbase.com/organization/contain-inc,RENO,NaN
2027,Tablz,transparentkitchen.ca,twitter.com/TransparentKit,linkedin.com/company/tablz,crunchbase.com/organization/transparent-kitchen,Ottawa,NaN
2028,Mushroom Material,mushroommaterial.com,NaN,linkedin.com/company/mushroom-material,crunchbase.com/organization/mushroom-material,Auckland,info@mushroommaterial.com
2029,Enermo Technology,enermotechnology.com,NaN,linkedin.com/company/enermotechnology,crunchbase.com/organization/enermo-technology-3618,Singapore,NaN
2030,Nido Robotics,nidorobotics.com,twitter.com/nidorobotics,linkedin.com/company/nidorobotics,crunchbase.com/organization/nido-robotics,Murcia,info@nidobotics.com
2031,Captain's Eye,captain-eye.com,NaN,linkedin.com/company/captain-eye,crunchbase.com/organization/captain-s-eye,Haifa,contact@captainseye.com
2032,SPOOLIFY AI,spoolify.io,twitter.com/spoolifyships,linkedin.com/company/spoolifyships,crunchbase.com/organization/spoolify,Cedar Park,info@spoolify.ai
2033,Cerekon,cerekon.com,twitter.com/cerekonapps,linkedin.com/company/cerekon,crunchbase.com/organization/cerekon,Singapore,info@cerekon.com
2034,aliciabots,aliciabots.com,NaN,linkedin.com/company/aliciabots,crunchbase.com/organization/aliciabots,Boston,info@aliciabots.com
2035,Sellar,sellar.io,twitter.com/sellarapp,linkedin.com/company/sellar-io,crunchbase.com/organization/waffle-b45d#section-overview,London,support@sellar.com
2036,Strayos,strayos.com,twitter.com/StrayosAI,linkedin.com/company/strayos,crunchbase.com/organization/strayos,Buffalo,info@strayos.com
2037,Apollo,getapollo.in,twitter.com/get_apollo,linkedin.com/company/theapollo-id,crunchbase.com/organization/apollo-cfa1,Portland,hello@apollographql.com
2038,Trexo Robotics,trexorobotics.com,twitter.com/trexorobotics,linkedin.com/company/22576006,crunchbase.com/organization/trexo-robotics#/entity,Mississauga,info@trexorobotics.com
2039,Habit,habit.io,twitter.com/habit_analytics,linkedin.com/company/habitskin,crunchbase.com/organization/habit-analytics,New York City,hello@habit.com
2040,Envio,helloenvio.com,twitter.com/helloenvio,linkedin.com/company/makercase-limited,crunchbase.com/organization/makercase,London,info@envio.com
2041,IamBot,iambot.ai,twitter.com/IamBot_ai,linkedin.com/company/iambot,crunchbase.com/organization/iambot,Burlingame,contact@iambot.com
2042,Zephframe,zephframe.com,NaN,linkedin.com/company/zephframe,crunchbase.com/organization/zephframe,London,hello@zephframe.com
2043,Waterson,waterson.lv,twitter.com/RTU_LV,linkedin.com/company/waterson-technologies,crunchbase.com/organization/waterson,Riga,info@waterson.com
2044,Upmarket,upmarket.io,twitter.com/upmarketio,linkedin.com/company/startup-sales-bootcamp,crunchbase.com/organization/upmarket-2177,New York,contact@upmarket.com
2045,GRIT,gogrit.us,twitter.com/GRIT_Freedom,linkedin.com/company/gogrit,crunchbase.com/organization/global-research-innovation-technology,Medford,info@grit.com
2046,ImpactableX,impactablex.com,twitter.com/impactable_x,linkedin.com/company/impactablex,crunchbase.com/organization/impactablex,Philadelphia,hello@impactablex.com
2047,AgroCenta,agrocenta.com,twitter.com/agrocenta,linkedin.com/company/10857307,crunchbase.com/organization/agrocenta,Accra,info@agrocenta.com
2048,Kadeya,kadeya.com,twitter.com/hellokadeya,linkedin.com/company/kdy,crunchbase.com/organization/kadeya,Chicago,NaN
2049,WiseDrive,wisedrive.ee,NaN,linkedin.com/company/wisedrive,crunchbase.com/organization/wisedrive,Tallinn,info@wisedrive.com
2050,TerraWaste,terrawaste.tech,twitter.com/WasteTerra,linkedin.com/company/terrawaste,crunchbase.com/organization/terrawaste,Riga,hello@terrawaste.com
2051,Stride Racing,app.strideracing.io,twitter.com/tsyndicates,linkedin.com/in/johne-murphy,NaN,Dublin,info@strideracing.com
2052,Roomkast,roomkast.com,twitter.com/roomkast,linkedin.com/company/roomkast,crunchbase.com/organization/roomkast,Copenhagen,contact@roomkast.com
2053,Organicin Scientific,organicinscientific.com,NaN,linkedin.com/company/organicinscientific,crunchbase.com/organization/organicin-scientific,Boston,info@organicinscientific.com
2054,Olpay,olpay.co,twitter.com/,linkedin.com/company/olpay,crunchbase.com/organization/olpay,New York City,hello@olpay.com
2055,Motics Technologies Ltd,motics.co.uk,twitter.com/moticshealth,linkedin.com/company/motics,crunchbase.com/organization/motics,London,info@moticstech.com
2056,Matutto,matutto.com,twitter.com/matuttodotcom,linkedin.com/company/matutto,crunchbase.com/organization/matutto,London,contact@matutto.com
2057,goscore,goscore.me,NaN,linkedin.com/company/goscore,crunchbase.com/organization/goscore,Bergen,info@goscore.com
2058,EcoBloc,bloc.eco,NaN,linkedin.com/company/ecobloc,crunchbase.com/organization/ecobloc,Portugal Cove-St. Philip's,hello@ecobloc.com
2059,CropConex,cropconex.com,twitter.com/CropConex,linkedin.com/company/cropconex,crunchbase.com/organization/cropconex,Highland,info@cropconex.com
2060,BoxxDocks,boxxdocks.com,twitter.com/boxxdocks,linkedin.com/company/boxxdocks,crunchbase.com/organization/boxxdocks,London,contact@boxxdocks.com
2061,Belong Anywhere Ltd,bookverve.com,NaN,linkedin.com/company/bookverve,crunchbase.com/organization/verve-8836,London,info@belonganywhere.com
2062,Availyst,home.availyst.com,twitter.com/availyst,linkedin.com/company/availyst,crunchbase.com/organization/availyst,Philadelphia,hello@availyst.com
2063,Transship Corp,transship.net,twitter.com/transship,linkedin.com/company/transship-corp-llc,crunchbase.com/organization/transship-corp-llc,Chicago,info@transshipcorp.com
2064,Space Products and Innovation GmbH,spinintech.com,twitter.com/spinintech,linkedin.com/company/space-products-and-innovation,crunchbase.com/organization/space-innovation-and-innovation-gmbh,Darmstadt,contact@spaceproductsinnovation.com
2065,SaltyCloud,saltycloud.com,twitter.com/saltycloudhq,linkedin.com/company/saltycloudpbc,crunchbase.com/organization/saltycloud,Austin,info@saltycloud.com
2066,AlphaBBL,alphabbl.com,twitter.com/alphabbl,linkedin.com/company/alpha-barrel,crunchbase.com/organization/alphabbl,Union City,hello@alphabbl.com
2067,VO2,vo2.fans,twitter.com/vo2_fans,linkedin.com/company/vo-two,crunchbase.com/organization/vo2,Philadlphia,info@vo2.com
2068,The Fan's Place,thefansplace.com,NaN,linkedin.com/company/56451527,crunchbase.com/organization/the-fan-s-place,Indianapolis,contact@thefansplace.com
2069,srve,srve.co,NaN,linkedin.com/company/srve,crunchbase.com/organization/srve,Santa Monica,info@srve.com
2070,Scrimmage,blog.scrimmage.co,twitter.com/Scrimsports,linkedin.com/company/71709659,NaN,Del Valle,hello@scrimmage.com
2071,Rewire Fitness,rewirefitness.app,twitter.com/rewire_app,linkedin.com/company/rewire-fitness,crunchbase.com/organization/rewire-fitness,New Paltz,info@rewirefitness.com
2072,Re-Style,re-style-signup.com,NaN,NaN,crunchbase.com/organization/re-style,London,contact@restyle.com
2073,RepOne Strength,reponestrength.com,twitter.com/RepOneStrength,linkedin.com/company/repone-strength,crunchbase.com/organization/repone-strength,New York City,info@reponestrength.com
2074,Reeler,reelertech.com,NaN,linkedin.com/company/reelertech,crunchbase.com/organization/reeler,Stockholm,hello@reeler.com
2075,Plus Up,gogoodtimer.com,NaN,linkedin.com/company/plus-up,crunchbase.com/organization/plus-up,CROWNSVILLE,info@plusup.com
2076,OYA Femtech Apparel,wearoya.com,twitter.com/wearoya,linkedin.com/company/wearoya,crunchbase.com/organization/oya-apparel,Los Angeles,hello@oyafemtechapparel.com
2077,On The Goga,onthegoga.com,twitter.com/onthegoga,linkedin.com/company/onthegoga,crunchbase.com/organization/on-the-goga,Philadelphia,info@onthegoga.com
2078,OneDeal,onedeal.biz,twitter.com/onedeal_biz,linkedin.com/company/onedeal,crunchbase.com/organization/onedeal,Brooklyn,contact@onedeal.com
2079,Maygia,maygia.com,NaN,linkedin.com/company/maygia,crunchbase.com/organization/maygia,Haifa,hello@maygia.com
2080,Kitchenswaps,kitchenswaps.com,NaN,linkedin.com/company/kitchenswaps,crunchbase.com/organization/kitchenswaps,Valby,info@kitchenswaps.com
2081,Kestrl: Muslim Money App,kestrl.io,twitter.com/KestrlApp,linkedin.com/company/kestrl,crunchbase.com/organization/kestrl,Waltham Abbey,info@kestrl.com
2082,Harp Health,harphealthtech.com,NaN,linkedin.com/company/harp-health,crunchbase.com/organization/harp-health,Wallingford,hello@harphealth.com
2083,Gymble,gymble.us,twitter.com/gymbleapp,linkedin.com/company/gymble-inc,crunchbase.com/organization/gymble,Newark,info@gymble.com
2084,GameplAI,gamepl.ai,NaN,linkedin.com/company/gameplai,crunchbase.com/organization/gameplai,Norwich,hello@gameplai.com
2085,Evenlift,evenlift.io,NaN,linkedin.com/company/evenlift,crunchbase.com/organization/evenlift,Pflugerville,info@evenlift.com
2086,"Don't Shop, Swap",dontshopswap.co.uk,NaN,linkedin.com/company/69675204,crunchbase.com/organization/don-t-shop-swap,London,hello@dontshopswap.com
2087,Digiphy,digiphy.it,twitter.com/Digiphy_it,linkedin.com/company/digiphyit,crunchbase.com/organization/digiphy-it,Los Angeles,info@digiphy.com
2088,Clockout,joinclockout.com,twitter.com/joinclockout,linkedin.com/company/joinclockout,crunchbase.com/organization/clockout-31f8,Cooper City,support@clockout.com
2089,Civin,civin.co,twitter.com/civin_co,linkedin.com/company/civin,crunchbase.com/organization/civin,East Boston,info@civin.com
2090,CarbonBridge,carbonbridge.io,NaN,linkedin.com/company/carbonbridge,crunchbase.com/organization/carbonbridge,San Jose,info@carbonbridge.com
2091,Borde,borde.io,twitter.com/AutonomousEdge,linkedin.com/company/bordeio,crunchbase.com/organization/borde,San Ramon,support@borde.com
2092,Boldr,shopboldr.com,NaN,linkedin.com/company/shopboldr,crunchbase.com/organization/boldr-28ba,London,info@boldr.com
2093,Blossm,blossm.garden,twitter.com/@blossmllc,linkedin.com/company/blossm-plant-marketplace,crunchbase.com/organization/blossm,San Diego,info@blossm.com
2094,anthym,anthym.life,twitter.com/getanthym,linkedin.com/company/getanthym,crunchbase.com/organization/anthym,Phoenix,info@anthym.com
2095,Swiftly,hire.swiftly.one,twitter.com/hire,linkedin.com/company/swiftlyone,crunchbase.com/organization/swiftly-3fdf,Stockholm,info@swiftly.com
2096,AnsuR,ansur.no,twitter.com/ansurtech,linkedin.com/company/ansur,crunchbase.com/organization/ansur-technologies-as,Fornebu,info@ansur.com
2097,Vake,vake.ai,twitter.com/VakeAI,linkedin.com/company/vake-ai,crunchbase.com/organization/vake,Oslo,info@vake.com
2098,Krak,skatekrak.com,twitter.com/skatekrak,linkedin.com/company/indy-trackers,crunchbase.com/organization/krak,Los Angeles,info@krak.com
2099,Madbarz,madbarz.com,twitter.com/madbarz1,linkedin.com/company/madbarz,crunchbase.com/organization/madbarz,Zagreb,support@madbarz.com
2100,Hurree,hurree.co,twitter.com/Hurree_me,linkedin.com/company/hurree,crunchbase.com/organization/hurree,Belfast,hello@hurree.co
2101,Lotic Labs,loticlabs.com,twitter.com/loticlabs,linkedin.com/company/lotic-labs,crunchbase.com/organization/lotic-labs,Chicago,info@lotic.ai
2102,ThisFish,this.fish,twitter.com/this_fish,linkedin.com/company/thisfish,crunchbase.com/organization/thisfish-inc,Vancouver,info@this.fish
2103,Kodo,kodo.ai,twitter.com/getkodo,linkedin.com/company/kodotechnologies,crunchbase.com/organization/getkodo,Denver,hello@kodo.io
2104,Stockfuse,stockfuse.com,twitter.com/stockfuse,linkedin.com/company/stockfuse,crunchbase.com/organization/stockfuse,Brooklyn,support@stockfuse.com
2105,Safely,safely.com,twitter.com/safelystay,linkedin.com/company/getsafely,crunchbase.com/organization/safelystay,Atlanta,hello@safely.com
2106,MamaMend,mamamend.com,twitter.com/getMamaMend,linkedin.com/company/mamamend,crunchbase.com/organization/mamamend,Boulder,hello@mamamend.com
2107,FIX HEALTH,fix-health.com,twitter.com/fix_outbreak,linkedin.com/company/fix-fitness-interactive-experience,crunchbase.com/organization/fitness-interactive-experience,Atlanta,info@fix-health.com
2108,Aligned Business,alignedbiz.com,twitter.com/OrigamInsureTec,linkedin.com/company/aligned-business,crunchbase.com/organization/aligned-business,Singapore,info@alignedbusiness.com
2109,Pepperest,pepperest.com,twitter.com/getpepperest,linkedin.com/company/pepperest,crunchbase.com/organization/pepper-rest-africa,London,support@pepperest.com
2110,Keble,keble.co,twitter.com/KebleHQ,linkedin.com/company/keble,crunchbase.com/organization/keble,Yaba,support@keble.com
2111,Cladfy Financial Services,cladfy.com,twitter.com/_cladfy,linkedin.com/company/cladfy,crunchbase.com/organization/cladfy,Mombasa,info@cladfy.com
2112,Alphabloq,alphabloq.tech,NaN,NaN,NaN,Nairobi,contact@alphabloq.com
2113,Between,between.co,NaN,linkedin.com/company/betweenco,crunchbase.com/organization/betweenco,Toronto,support@between.us
2114,Staxe,staxe.io,twitter.com/staxeproject,linkedin.com/company/staxe-io,crunchbase.com/organization/staxe,Zug,info@staxe.io
2115,Safurai,safurai.com,twitter.com/safurai_,linkedin.com/company/safurai,crunchbase.com/organization/safurai,Genova,info@safurai.com
2116,Resonance UG,resonance.so,NaN,linkedin.com/company/resonance-app,crunchbase.com/organization/resonance-ug,Berlin,info@resonance.ug
2117,muffin,getmuffin.de,NaN,linkedin.com/company/getmuffin,crunchbase.com/organization/muffin-5586,Berlin,hello@muffin.com
2118,Inkdrop.ai,inkdrop.ai,NaN,linkedin.com/company/inkdrop-ai,crunchbase.com/organization/inkdrop-c386,Zurich,info@inkdrop.ai
2119,Fenyx,fenyxhome.com,NaN,linkedin.com/company/fenyxhome,crunchbase.com/organization/fenyx,Berlin,support@fenyx.com
2120,Raise Green,raisegreen.com,twitter.com/raisegreeninc,linkedin.com/company/29305067,crunchbase.com/organization/raise-green,Somerville,info@raisegreen.com
2121,Evercity,evercity.io,twitter.com/evercityeco,linkedin.com/company/evercity,crunchbase.com/organization/evercity,Singapore,info@evercity.io
2122,ThirdFi,thirdfi.org,twitter.com/thirdfiorg,linkedin.com/company/thirdfiorg,crunchbase.com/organization/securo-bb0b,Singapore,support@thirdfi.com
2123,YourDiamonds,yourdiamonds.com,twitter.com/YourDiamondsCom,linkedin.com/company/yourdiamonds,crunchbase.com/organization/your-diamonds,Sydney,info@yourdiamonds.com
2124,WeavAir,weavair.com,twitter.com/weavair_team,linkedin.com/company/weavair,crunchbase.com/organization/weavair,Toronto,info@weavair.com
2125,vRotors,vrotors.com,twitter.com/VRotors,linkedin.com/company/vrotors-inc,crunchbase.com/organization/vrotors-inc,Hacienda Heights,info@vrotors.com
2126,VOIDS,voids.ai,NaN,linkedin.com/company/void's-sl,crunchbase.com/organization/voids,Hamburg,info@voids.com
2127,Vittas,vittasinternational.com,twitter.com/Vittas15,linkedin.com/company/vittas,crunchbase.com/organization/vittas,Lagos,info@vittas.com
2128,Towntalk Solutions,towntalk-solutions.com,NaN,linkedin.com/company/towntalk-solutions,crunchbase.com/organization/towntalk-solutions,Claymont,info@towntalksolutions.com
2129,Recheck,recheck.io,twitter.com/recheck_io,linkedin.com/company/recheck-bv,crunchbase.com/organization/recheck,Heerlen,info@recheck.io
2130,MegaFans,megafans.com,twitter.com/MegafansEsports,linkedin.com/company/megafans-com,crunchbase.com/organization/megafans,Calrsbad,info@megafans.com
2131,Lux Semiconductors,luxsemiconductors.com,NaN,linkedin.com/company/lux-semiconductors,crunchbase.com/organization/lux-semiconductors,Albany,info@luxsemiconductors.com
2132,LiveDuel,liveduel.com,twitter.com/LiveDuel,linkedin.com/company/liveduel,crunchbase.com/organization/liveduell,Cork,support@liveduel.com
2133,Keza Africa,kezaafrica.com,NaN,NaN,NaN,Lagos,info@kezaafrica.com
2134,Infinite Composites Technologies,infinitecomposites.com,twitter.com/Infinite_C_T,linkedin.com/company/infinite-composites,crunchbase.com/organization/infinite-composites-technologies,Tulsa,info@infinitecomposites.com
2135,Holos,holos.io,twitter.com/holosVR,linkedin.com/company/holos-global,crunchbase.com/organization/holos-2,Madison,info@holos.io
2136,Geowox,geowox.com,twitter.com/GeowoxInsights,linkedin.com/company/geowox,crunchbase.com/organization/geowox,Dublin,info@geowox.com
2137,Foundry Six,foundrysix.com,twitter.com/FoundrySix,linkedin.com/company/foundrysix,crunchbase.com/organization/foundry-six,Los Angeles,info@foundrysix.com
2138,Flick,getflick.app,twitter.com/getflick_africa,linkedin.com/company/getflick,crunchbase.com/organization/flick-bb9d,Lagos,support@flick.com
2139,Facenote,facenote.me,twitter.com/facenoteme,linkedin.com/company/facenote,crunchbase.com/organization/facenote,Anaheim,info@facenote.me
2140,Eczodex,eczodex.com,twitter.com/eczodex,linkedin.com/company/eczodex,crunchbase.com/organization/eczodex,Cambridge,info@eczodex.com
2141,DLT Payments,dltpay.com,twitter.com/dltpay,linkedin.com/company/dltpay,crunchbase.com/organization/dlt-payments,Tallinn,info@dltpayments.com
2142,Cuantix,icuantix.com,twitter.com/CuantixIS,linkedin.com/company/cuantix,crunchbase.com/organization/cuantix,Santiago,info@cuantix.com
2143,Crowdclass,crowdclass.com,twitter.com/crowdclassNFTs,linkedin.com/company/crowdclass,crunchbase.com/organization/crowdclass,Lisbon,info@crowdclass.com
2144,CDCARE,cdcare.ng,twitter.com/CDcareNG,linkedin.com/company/cdcare,crunchbase.com/organization/cdcare,Lagos,info@cdcare.com
2145,Carwyze,carwyze.de,NaN,linkedin.com/company/carwyze,crunchbase.com/organization/carwyze,Cottbus,info@carwyze.com
2146,Big Fan,bigfan.io,twitter.com/BigFan_io,linkedin.com/company/big-fan-io,crunchbase.com/organization/bigfan,Dublin,info@bigfan.com
2147,Barterchain,barterchain.io,twitter.com/barterchainapp,linkedin.com/company/barterchain,crunchbase.com/organization/barterchain,Dublin,info@barterchain.com
2148,Rewire Health,rewire-health.com,NaN,linkedin.com/company/rewire-health,"crunchbase.com/organization/rewire-health#:~:text=Rewire%20Health%20is%20a%20women,health%20and%20their%20bottom%20line.",Boalsburg,info@rewirehealth.com
2149,Aperture Bio,aperture.bio,NaN,NaN,crunchbase.com/organization/aperture-bio,Allston,info@aperturebio.com
2150,BioticsAI,biotics.ai,twitter.com/BioticsAI,linkedin.com/company/bioticsai,crunchbase.com/organization/bioticsai,Oakland,info@bioticsai.com
2151,Amherst Intelligent Security,amherstintelligentsecurity.com,NaN,linkedin.com/company/amherstintelligentsecurity,crunchbase.com/organization/amherst-intelligent-security,Belchertown,contact@amherstintelligentsecurity.com
2152,RIPA AI,ripa.ai,NaN,linkedin.com/company/ripa-ai,crunchbase.com/organization/ripa-ai,London,hello@ripaai.com
2153,modlee,modlee.ai,NaN,linkedin.com/company/modlee,crunchbase.com/organization/modlee,New Haven,info@modlee.com
2154,InStockRx,instockrx.com,NaN,linkedin.com/company/inview-analytics,NaN,Palm Harbor,contact@instockrx.com
2155,Ekos,ekos.ai,twitter.com/ekos_ai,linkedin.com/company/ekosai,crunchbase.com/organization/ekos-971c,Boston,info@ekos.com
2156,Ediphi,goediphi.com,NaN,linkedin.com/company/worldwide-internships-philippines,crunchbase.com/organization/ediphi,Austin,hello@ediphi.com
2157,Bummock AI,bummock.ai,NaN,linkedin.com/company/bummock-ai,crunchbase.com/organization/bummock-ai,Dover,contact@bummockai.com
2158,Telekinesis.ai,telekinesis.ai,twitter.com/telekinesis_ai,linkedin.com/company/telekinesis-ai,crunchbase.com/organization/telekinesis,Darmstadt,info@telekinesis.ai
2159,Roborus,roborus.co.kr,twitter.com/RoborusUsa,linkedin.com/company/roborus,crunchbase.com/organization/roborus-inc#section-overview,Seoul,hello@roborus.com
2160,BARRATIO,barratio.fr,twitter.com/barratioSoft,linkedin.com/company/barratio,crunchbase.com/organization/barratio-7384,Paris,info@barratio.com
2161,Gofer,gofer.fr,twitter.com/gofer_fr,linkedin.com/company/gofer-solutions-ltd,crunchbase.com/organization/gofer,S̬vres,info@gofer.com
2162,Fresco,makeitfresco.com,twitter.com/revoilution_it,linkedin.com/company/revoilution,crunchbase.com/organization/revoilution,Lamezia Terme,hello@fresco.com
2163,Xeno,xeno.in,twitter.com/xenohq,linkedin.com/company/xenouganda,crunchbase.com/organization/xeno,New Delhi,contact@xeno.com
2164,PAZO,gopazo.com,twitter.com/Go_Pazo,linkedin.com/company/go-pazo,crunchbase.com/organization/pazo,Delaware,info@pazo.com
2165,Shopest,shopestapp.com,twitter.com/shopestapp,linkedin.com/company/9260441,crunchbase.com/organization/shopest,Manchester,hello@shopest.com
2166,Discover Dollar,discoverdollar.com,twitter.com/discoverdollar,linkedin.com/company/discoverdollar,crunchbase.com/organization/discover-dollar-technologies-pvt-ltd,Bangalore,info@discoverdollar.com
2167,StartGlobal,startglobal.co,twitter.com/StartGlobalHQ,linkedin.com/company/startglobalhq,crunchbase.com/organization/startglobal,Walnut,contact@startglobal.com
2168,Settld.Care,settld.care,twitter.com/Settldsupport,linkedin.com/company/settldsupport,crunchbase.com/organization/settld,London,info@settld.care
2169,Netra,netra.io,twitter.com/netrainc,linkedin.com/company/netra-systems-inc,crunchbase.com/organization/netra-systems-inc,Boston,hello@netra.com
2170,MeetFox,meetfox.com,twitter.com/myMeetFox,linkedin.com/company/meetfox,crunchbase.com/organization/meet-fox,Vienna,info@meetfox.com
2171,InfraNergy,infranergy.us,twitter.com/infranergy,linkedin.com/company/infranergy,crunchbase.com/organization/infranergy,Wellington,contact@infranergy.com
2172,Split EV,splitevcharger.com,twitter.com/SplitEv,linkedin.com/company/81954408,crunchbase.com/organization/splitev,Newark,info@splitev.com
2173,ScoutIt,scoutitweb.com,NaN,linkedin.com/company/scoutitweb,crunchbase.com/organization/scoutit,San Francisco,hello@scoutit.com
2174,Meredot,meredot.com,NaN,linkedin.com/company/meredot,crunchbase.com/organization/meredot,Lake Oswego,info@meredot.com
2175,Maverick IQ,maverickiq.com,NaN,linkedin.com/company/maverick-iq,crunchbase.com/organization/maverick-iq,Sandy Springs,contact@maverickiq.com
2176,Grid Discovery,griddiscovery.com,NaN,linkedin.com/company/griddiscovery,crunchbase.com/organization/grid-discovery,Montclair,hello@griddiscovery.com
2177,EV Safe Charge,evsafecharge.com,twitter.com/EVSafeCharge,linkedin.com/company/ev-safe-charge,crunchbase.com/organization/ev-safe-charge,Los Angeles,info@evsafecharge.com
2178,EarthABC,earthabc.com,twitter.com/EARTHABCINC,linkedin.com/company/earthabc,crunchbase.com/organization/earthabc,Brunswick,contact@earthabc.com
2179,clever Offsets,cleveroffsets.com,twitter.com/Clever,linkedin.com/company/clever-inc-,crunchbase.com/organization/clever,New York,info@cleveroffsets.com
2180,Bluetanks,bluetanks.tech,twitter.com/Bluetanks_EVs,linkedin.com/company/bluetanks,crunchbase.com/organization/bluetanks,Irvington,info@bluetanks.com
2181,Ai-OPs,ai-op.com,NaN,linkedin.com/company/ai-op,crunchbase.com/organization/ai-ops,Mobile,contact@ai-ops.com
2182,SweetieDev LTD,deary.app,twitter.com/Deary_App,linkedin.com/company/deary,NaN,London,hello@sweetiedev.com
2183,UMA,umavr.co,twitter.com/uma__games,linkedin.com/company/umaverse,crunchbase.com/organization/uma-ventures,London,info@uma.com
2184,Toucan Events,toucan.events,twitter.com/ToucanEvents,linkedin.com/company/53471077,crunchbase.com/organization/toucan-1edb,New York,contact@toucanevents.com
2185,Skindays,theskindays.com,twitter.com/skindays_official,linkedin.com/company/skindayslondon,crunchbase.com/organization/skindays,London,info@skindays.com
2186,Legal Nodes,legalnodes.org,twitter.com/LegalNodes,linkedin.com/company/legalnodes,crunchbase.com/organization/legal-nodes,London,hello@legalnodes.com
2187,Bridged Media,bridged.media,twitter.com/nitl_app,linkedin.com/company/nitl-app,crunchbase.com/organization/nitl,London,info@bridgedmedia.com
2188,AWABAH,awabahng.com,twitter.com/AwabahNigeria,linkedin.com/company/awabah-nigeria,crunchbase.com/organization/awabah,Lagos,contact@awabah.com
2189,Asset Reality,assetreality.com,twitter.com/asset_reality,linkedin.com/company/asset-reality,crunchbase.com/organization/asset-reality,London,info@assetreality.com
2190,Sitata,sitata.com,twitter.com/_sitata_,linkedin.com/company/5047857,crunchbase.com/organization/sitata,Kitchener,hello@sitata.com
2191,Oathello,oathello.com,twitter.com/oathello_law,linkedin.com/company/oathello,crunchbase.com/organization/oathello,Dublin,info@oathello.com
2192,WeSolv,wesolv.co,twitter.com/WeSolv,linkedin.com/company/wesolv,crunchbase.com/organization/wesolv,Chicago,contact@wesolv.com
2193,Kwambio,kwambio.com,twitter.com/kwambioNY,linkedin.com/company/kwambio,crunchbase.com/organization/kwambio,Brooklyn,info@kwambio.com
2194,Type W,typew.com,twitter.com/typewinc,linkedin.com/company/type-w,crunchbase.com/organization/type-w,Hermosa Beach,hello@typew.com
2195,SOZIE,sozie.com,twitter.com/sozie,linkedin.com/company/sozie,crunchbase.com/organization/sozie,London,info@sozie.com
2196,UBI Meat Experts in Quality Assurance,ubimeat.com,twitter.com/ubimeat,linkedin.com/company/ubi-meat,crunchbase.com/organization/ubi-meat-experts-in-quality-assurance,Montreal,contact@ubimeatexperts.com
2197,BOxES 4.0 Devices,boxesdevices.com,twitter.com/Boxesdevices,linkedin.com/company/boxes-dispositivos-dispensadores,crunchbase.com/organization/boxes-c846,Minneapolis,info@boxes4devices.com
2198,Ziscuit,ziscuit.shop,twitter.com/Ziscuit2,linkedin.com/company/ziscuit,crunchbase.com/organization/ziscuit,ATLANTA,hello@ziscuit.com
2199,Parkday,heyparkday.com,NaN,linkedin.com/company/parkday,crunchbase.com/organization/parkday,New York,info@parkday.com
2200,Hya Bioplastics,hyabioplastics.com,twitter.com/hyabioplastics,linkedin.com/company/hya-bioplastics,crunchbase.com/organization/hya-bioplastics,Kampala,info@hyabioplastics.com
2201,Carbon Origins,carbonorigins.com,twitter.com/carbonorigins,linkedin.com/company/carbon-origins,crunchbase.com/organization/carbon-origins,Lancaster,info@carbonorigins.com
2202,Quartolio,quartolio.com,twitter.com/quartolio,linkedin.com/company/quartolio,crunchbase.com/organization/quartolio,New York City,info@quartolio.com
2203,3DIMO,3d-imo.com,twitter.com/3d_imo,linkedin.com/company/3dimo,crunchbase.com/organization/3dimo,Mountain View,info@3dimo.com
2204,Population,populationtech.com,NaN,linkedin.com/company/population,crunchbase.com/organization/population,San Francisco,info@population.com
2205,GECKO,gecko.rent,twitter.com/geckorent,linkedin.com/company/geckoaus,crunchbase.com/organization/gecko-4847,Ultimo,info@gecko.com
2206,Aware,awarelabs.xyz,twitter.com/aware_labs,linkedin.com/company/aware-labs-xyz,crunchbase.com/organization/aware-labs,Tel Aviv-Yafo,info@aware.com
2207,Tellescope,tellescope.com,twitter.com/JoinTellescope,linkedin.com/company/tellescope,crunchbase.com/organization/immuto-d327,Marlton,info@tellescope.com
